Urban,PCTGQTRS,HUNVFlag,Unemployment rate; Estimate; EDUCATIONAL ATTAINMENT 0 Some college or associate's degree,Total; Estimate; Some college no degree
1,0.0203274,0,1.1,14.2
1,0.0201503,0,0,11.4
1,0.0012889,0,1.8,17.4
1,0.0195155,0,14.6,25.1
1,0.009222,0,3.7,17.1
1,0.0011591,0,2.4,14.4
1,0.0047332,0,5.1,23.9
1,0.0082252,0,0,14.5
1,0.0048027,0,15.3,18.6
1,0.0078575,0,4.4,23.9
1,0.0031418,0,10.8,16.7
1,0,0,2.3,26.3
1,0.0066155,0,11.6,22.4
1,0.0073465,0,0,17.7
1,0,0,20.2,15
1,0.0039986,1,8.1,18.3
1,0.1569515,0,23.2,12
1,0.0077004,0,1.9,16.7
1,0.0227678,0,18,12.5
1,0.0487478,0,0,5.8
1,0.0129232,0,14.4,14.2
1,0.0477431,0,12,14.5
1,0.0072941,0,10.3,18.1
1,0.0098474,1,11.3,9.8
1,0.0016844,0,0,12.5
1,0.0017376,0,0,15.3
1,0,0,6.9,20.5
1,0,0,1.7,16.8
1,0.0015353,0,1,16.3
1,0.0169649,0,6.8,16.4
1,0.0220118,0,6.9,19
1,0,0,0,16
1,0.0098707,0,4.1,16.3
1,0,0,11.8,16.2
1,0.0097609,1,7.5,15.9
1,0.01185,0,10.1,14.7
1,0.0007293,0,2.4,15.9
1,0.0195854,0,5.6,17.6
1,0,0,3.2,17.3
1,0.0015258,0,13.2,15.1
1,0,0,9.1,21.3
1,0.0140287,0,7,24.2
1,0.0028868,0,12.4,18.5
1,0,0,3.7,25.2
1,0.006402,0,12.2,14.5
1,0.0023708,1,22.6,13.7
1,0.0296319,1,11,17.9
1,0.0557002,1,1.5,20
1,0,0,6.8,25.3
1,0.0545359,0,0,14.5
1,0.0157285,0,3.7,20.3
1,0.0013084,0,9.5,17.1
1,0,0,8.7,18.6
1,0,0,6.1,16.1
1,0.0012686,0,0,12.5
1,0.0013199,0,2.7,16.2
1,0.0015331,0,2.4,18.7
1,0.0016051,0,0,16.9
1,0,0,12,19.3
1,0,0,13.1,14.5
1,0,0,6.4,20.6
1,0,0,6.7,16.2
1,0.0423841,0,22.1,12.7
1,0,0,0,13.4
1,0,0,16.3,15.3
1,0,0,0,12.2
1,0,0,18.1,14.5
1,0.0008666,1,0,17.7
1,0.014307,0,0,17
1,0.0025353,0,9.7,15.3
1,0.0007197,1,5.9,14.3
1,0,0,0,18.3
1,0.0021216,0,7.9,15.3
1,0.0015736,0,3,10.2
1,0,0,1.3,13.7
1,0.0011623,0,8.6,12.3
1,0,0,8.4,15.2
1,0.0154668,0,12.9,5.9
1,0,0,9.8,18.4
1,0.0086071,0,6,28.4
1,0.0011859,0,8.2,15.6
1,0,0,10,8.8
1,0.0517901,0,11.9,18.2
1,0.0288124,0,3.8,19.6
1,0,1,4.6,17.3
1,0.0011633,0,8.1,23.3
1,0.0029203,0,8.7,24.3
1,0.0004909,0,4.9,17.5
1,0.0067797,0,4.3,20.1
1,0.0257323,0,1.5,24.3
1,0.022695,0,3.6,18.9
1,0.0003445,0,5.6,34.9
1,0,0,3.3,10.7
1,0.0012429,0,16.7,18.5
1,0,0,0.8,20.8
1,0,1,0,16.6
1,0,0,5.9,11.5
1,0.0124692,0,12.7,17.3
1,0.0014625,0,3.4,19.4
1,0.0166113,0,4,13.5
1,0.0021552,0,16.2,11.9
1,0.0010286,0,3.8,24.6
1,0,0,14.9,26.8
1,0.0023487,1,7.1,26
1,0,0,7.7,22.2
1,0,0,7.9,27.4
1,0.0015949,1,3.5,26
1,0.0180958,1,6.4,23.2
1,0.1161335,0,5.1,27.3
1,0.0024357,0,2.6,30.6
1,0.0117258,0,2.6,27.1
1,0.0278427,0,5.4,22.3
1,0.0004693,0,3.2,35.6
1,0.0016615,0,1.2,29.9
1,0,0,2.9,27.2
1,0.0027529,0,7.1,19.4
1,0.0070572,0,2.5,25
1,0.0499022,1,9.4,23.8
1,0.0041002,0,6.6,24.3
1,0.0007325,0,23.1,13.8
1,0,0,7.7,6.9
1,0.0206446,0,1.6,19.4
1,0.0015979,0,0,16.9
1,0.0344009,0,1.7,19.3
1,0.0018195,0,5.5,21.5
1,0.0006943,0,9,22
1,0.0100633,0,0,18.3
1,0.0029098,0,6,21.6
1,0.0550725,1,12.3,17.9
1,0.0024016,0,5.5,22.5
1,0.0064309,0,0.9,17
1,0.0110616,0,14.4,20.8
1,0.0017986,0,1.6,12.6
1,0,0,0,10
1,0.0016511,0,7.5,24
1,0,0,0,21.1
1,0.0089468,0,6.4,22.3
1,0.0159121,0,4.9,22.4
1,0,0,0,32
1,0.002392,0,7.2,20.9
1,0.0019911,0,0.9,30.9
1,0.0037444,0,9,26
1,0.0077149,0,0,21
1,0.0033898,0,7,31.4
1,0.0511036,0,4.4,27.5
1,0.0013182,0,5.8,34.8
1,0.001696,1,1.9,34.9
1,0.0013889,0,5,33
1,0.0013966,1,9.4,20.1
1,0,0,1.4,23.9
1,0.0031658,0,2.2,22.7
1,0.0025907,0,2.4,31.3
1,0.0012942,0,6.9,21.6
1,0.4011211,0,2.5,19
1,0.0501579,0,1.6,23.9
1,0.0076083,0,5,22
1,0.1363636,0,0,0
1,0.0016762,0,0,23.1
1,0.0021651,0,6,21.3
1,0.0013806,0,2.2,15.5
1,0.0005047,0,6.8,17.1
1,0.0333333,0,1.6,23.7
1,0.0351837,0,10.2,18.3
1,0,0,1.8,21.6
1,0.0009265,0,11.1,20.1
1,0,0,9.5,27.1
1,0.0009225,0,13.6,21
1,0.0032032,0,12.5,13.9
1,0,1,23,23.5
1,0.0013138,1,10.9,16.7
1,0.0034975,0,4.8,12.8
1,0,0,21.8,9.6
1,0.0049706,0,12.6,11.9
1,0.0023715,1,0,10.9
1,0.0049073,0,10.9,10.9
1,0,0,34.8,15.6
1,0,0,8.2,9
1,0.0142121,0,6.9,15.7
1,0.0005893,0,3.7,9.5
1,0,0,0,9.3
1,0.0003749,1,0,10.4
1,0,1,0,10
1,0.0185681,1,0,10.2
1,0.0046207,1,4.5,7.6
1,0.0006111,0,5.1,6.3
1,0,0,0,10.1
1,0,0,13.1,7.6
1,0.0002225,0,3.9,7.2
1,0,0,13.7,18.9
1,0.0002793,0,7.7,7
1,0.0001749,0,7,11.1
1,0.0008414,1,10.5,9.5
1,0,0,19.8,16
1,0.000919,0,6.5,12.7
1,0,0,0,18.8
1,0,0,33.1,22.3
1,0,0,2.9,16.2
1,0,1,15.1,16
1,0.0030778,0,4,25.9
1,0.0007314,1,12.6,16.7
1,0.0144466,0,4.1,12.3
1,0.000224,1,11.4,24.2
1,0.0842739,1,3,17.3
1,0,0,0,14.7
1,0.0007357,0,4.7,13.2
1,0.0006026,0,1.2,12.8
1,0,0,7,13.4
1,0.0021534,0,0,7.2
1,0.0193744,0,20.4,10.9
1,0.0016722,0,19.7,17.4
1,0.0002268,0,16.5,11.8
1,0,0,12.1,10.9
1,0.0002209,0,0,10
1,0.0010631,0,13.7,11.9
1,0.0005591,0,7.6,6.8
1,0.0050505,0,35.7,7.2
1,0.0372093,0,0.7,19.6
1,0.0045898,0,0,12.3
1,0.000823,0,5,12.3
1,0,1,0,16.4
1,0,0,0,9
1,0.0043788,0,0,9.6
1,0,0,0,6.8
1,0,0,3.8,16.9
1,0,0,14,10.6
1,0.0400269,0,0,11.9
1,0,0,0,5
1,0,0,12.3,13.3
1,0,0,0,8.6
1,0,0,17.9,10.2
1,0,0,8.2,15.3
1,0.0234245,0,0,9.2
1,0,0,0,9.9
1,0,0,15.3,10.4
1,0,0,24.2,11.3
1,0.0141068,0,2.9,8.5
1,0,0,30.8,14.5
1,0,0,8.3,13.6
1,0,0,4.2,12.4
1,0.0008244,0,8,10.3
1,0.0009874,0,0,10.1
1,0,0,0,10.3
1,0.040671,0,6.5,13.4
1,0.0017429,0,11.1,10.6
1,0.0003193,0,1.7,12.4
1,0.0274837,0,15.7,12.4
1,0.0188256,0,14.5,9
1,0.0003121,0,15.6,9.1
1,0,0,3.6,9.8
1,0,0,0,10.9
1,0,0,8.3,14.3
1,0,0,18.8,8.6
1,0.0018639,0,0,10
1,0,0,12,8.6
1,0.0026918,0,0,9.8
1,0,0,0,12.3
1,0,0,10.6,12.4
1,0.0003478,0,12.8,8.2
1,0.0026369,0,4.9,6.2
1,0,0,4.4,13.7
1,0.0003045,0,4.2,10
1,0,0,27.2,7.2
1,0.000815,0,5.6,5.7
1,0.00219,0,2.5,12
1,0.0011069,0,13.1,15.5
1,0.0039519,0,4.2,15.1
1,0.0003199,0,2.8,12.3
1,0.0042918,0,5.9,11.8
1,0,0,0,8.2
1,0.014522,0,17.2,12.4
1,0,0,14.7,8.4
1,0.0022903,0,0,7.5
1,0,0,10.2,18.4
1,0,0,8.6,10.2
1,0,0,0,3.5
1,0,0,17.8,9.8
1,0,0,12.2,17.1
1,0,0,8.7,9.6
1,0,0,5.6,13
1,0,0,6.7,7.5
1,0,0,6.4,14
1,0,0,13.4,14.8
1,0,0,1.7,11
1,0.0013441,0,8.4,12.7
1,0.0003161,0,3.6,27
1,0.0001813,0,2.9,18.1
1,0.0002468,0,28.4,19
1,0,0,10,18.9
1,0.0001434,0,7.5,10.8
1,0.0001542,0,14,13.8
1,0,0,6.4,14
1,0.0067511,0,0,6.1
1,0.0756757,0,2.3,14
1,0.0219878,0,3.1,14.6
1,0,0,15.1,12.8
1,0,0,0,10.3
1,0.2648711,0,4.7,19
1,0.0202991,1,15.1,13.1
1,0.0023414,0,19.2,12.6
1,0.0165893,0,12.7,21.2
1,0.0009917,0,11.5,30.2
1,0.0564678,0,1.9,17.9
1,0.0022193,0,8.3,23.5
1,0.0025773,0,0,23.4
1,0.016516,0,1.9,27.4
1,0.00271,0,9,20.5
1,0.0033557,0,6.4,28.6
1,0.0014891,0,9.9,22.8
1,0.0042396,1,16.4,16.5
1,0.0018849,0,5.3,12.1
1,0.0442508,0,0,7.4
1,0.0012889,0,9.4,15.5
1,0.0035694,0,1.6,19.5
1,0.0023943,0,18.1,15.7
1,0.0025134,0,7.6,16.4
1,0.0010198,0,18.3,11.3
1,0,0,3.9,11.8
1,0.0453594,0,7.5,13.1
1,0.0077783,0,2.4,16.6
1,0.0051078,0,12.7,9.8
1,0.0157692,0,12,9.2
1,0.0174918,0,0,6.9
1,0.0010055,1,5.4,17.1
1,0.0063111,0,5.3,18.8
1,0.0034898,0,2.8,16.3
1,0,0,10.6,22.2
1,0.0095705,0,2.6,16
1,0.0003316,0,0,13.1
1,0.0123726,0,13.7,18.1
1,0.0054196,0,6.1,14
1,0.003202,0,5,32
1,0.0048706,0,26.9,7.7
1,0.0020713,0,18.2,21.9
1,0.0068057,0,5.7,24.3
1,0.0024951,0,16.7,16.4
1,0.0014383,0,17.1,17.9
1,0.0077545,0,9.4,27.7
1,0.0225056,0,10.7,25.3
1,0.0030496,1,7.3,17.5
1,0.1088963,0,4.1,30
1,0.0128574,0,4.4,33.8
1,0.004401,0,0,22.8
1,0.0321822,0,3.8,21.9
1,0.0015351,0,0,14.5
1,0.1498154,0,4.2,20.1
1,0.0061381,0,7.8,21
1,0.0432878,0,0,18.5
1,0.002981,0,3,23.1
1,0.0106762,0,12.9,23.7
1,0,0,0,15.8
1,0.0055061,0,6.5,28.3
1,0.0034562,0,2.9,23.7
1,0.0017101,0,5.9,16.8
1,0.0028066,0,9.6,23.1
1,0.0015773,0,7,21.9
1,0.0155211,0,0,24.3
1,0.0043832,0,10.3,23.2
1,0.0025461,0,2,28
1,0.6448517,0,0,20.2
1,0,0,11.2,25
1,0,0,6.3,22.4
1,0.0043668,0,3.9,29.2
1,0.0006471,0,5.1,19.7
1,0.005867,0,5.3,21.3
1,0.0085798,0,4.8,17
1,0.0267778,0,5,21.2
1,0,0,5.4,23.6
1,0.0017339,0,7.7,22.2
1,0.0006974,0,6,15.5
1,0.0082403,0,0,20.1
1,0,0,7.6,26.8
1,0,0,1.8,25
1,0.003566,0,7.6,18.7
1,0,1,13.3,18.5
1,0.0044593,0,5.1,18.3
1,0,0,6,19.8
1,0.0387311,0,13.2,16.8
1,0,0,13.3,23.9
1,0.0031334,0,10.2,20.1
1,0.0020538,0,21.4,22.9
1,0.0235294,0,6.3,20.1
1,1,0,0,16.2
1,0,0,14.4,19
1,0.0011947,0,1.4,24.1
1,0.0366766,0,8.3,26.5
1,0.0211937,0,2.2,17.6
1,0.0244558,0,5.5,17
1,0.0076388,0,9.9,18.3
1,0,0,4.1,21.8
1,0.0469388,0,11.4,22.4
1,0.002193,0,0,22.2
1,0,0,6.8,16.7
1,0.0013986,0,0,9.3
1,0.0083512,0,0.7,22.9
1,0.0101646,0,7,27
1,0,0,3.8,23.1
1,0.0021799,1,14.1,24.8
1,0.000829,0,10,26.1
1,0.0076215,0,6.9,26.5
1,0.0076541,0,9.8,21.3
1,0.0029499,0,0,19.4
1,0.001036,0,4.9,21.7
1,0.0160172,0,16,25.2
1,0,0,11.1,22.6
1,0,0,10.3,11.3
1,0.0023158,0,7.4,14
1,0,0,0,11.9
1,0,0,0,10.7
1,0.000816,0,6.7,15.4
1,0.0246766,0,6,8.2
1,0.0003154,1,9.8,20.5
1,0.0176914,0,0,11.5
1,0.0001721,0,6.4,13.9
1,0,0,4.3,24.8
1,0.0063615,0,8.8,19.5
1,0.0042116,0,10.9,16.1
1,0,0,1.6,14.1
1,0,0,1.3,30.6
1,0.0067849,0,1.8,25.5
1,0.0048685,0,7.8,19.7
1,0.0376796,0,0,25.8
1,0.0020496,0,6.3,25.8
1,0,0,9.3,19.7
1,0.0061287,0,17.6,15.9
1,0.0096662,0,4.5,22.2
1,0.0310322,0,7.7,18.1
1,0.0052632,0,12.2,33
1,0.0297436,0,5.9,21.2
1,0,0,5.9,13.5
1,0.001146,0,11.2,13.6
1,0.0023933,0,0,12.6
1,0.0013882,0,9.6,27
1,0.0010802,0,0,22.5
1,0.0007688,0,7.1,15.4
1,0.0018431,0,3.6,13.9
1,0.0049678,0,9.2,20.9
1,0,0,0,12
1,0.0026078,1,6.4,15
1,0.0056403,0,3.5,17.6
1,0.0089163,0,10.8,21.6
1,0.0049241,0,7.7,21.9
1,0.0020796,0,20.6,20
1,0.0642336,0,6.9,23.2
1,0.0300386,0,1.1,17.8
1,0.0031417,0,5.9,27.1
1,0.0011511,0,18.6,28.3
1,0.0024517,0,13,20.1
1,0,0,10.5,29.7
1,0.0018872,0,1.9,33.7
1,0.0011768,0,0,25.9
1,0.0012032,0,5.1,15.8
1,0.0006578,0,3.5,11.6
1,0.0004481,0,6.8,23.5
1,0.0029641,0,1.7,26.6
1,0,0,2.7,29.7
1,0.0990483,0,3.3,28.1
1,0.0007794,0,0,17.7
1,0.0027687,0,16.7,16.4
1,0.0440678,1,12,30.5
1,0.0012278,1,14.3,21.6
1,0.006122,0,11.3,22.1
1,0.011023,0,6,19.3
1,0.0074371,0,10.5,22.5
1,0,0,3.1,16.1
1,0,0,14,21.8
1,0,0,6.1,26.6
1,0.0046856,0,9.1,24.7
1,0.0005534,0,13.9,26.2
1,0,0,11.9,20
1,0.000451,0,18.5,22.8
1,0.0013701,0,0.9,23.1
1,0.0016441,0,2.2,19.5
1,0.0018051,0,5.1,27.5
1,0.0035417,0,6.1,33
1,0,0,1,27.2
1,0,0,2.8,31.4
1,0,0,1.5,27.4
1,0.0020635,0,1.9,29.7
1,0.0011497,0,7.2,27.2
1,0,0,2.2,23.3
1,0.0018868,0,8.5,22.9
1,0.0006436,0,17.3,22.3
1,0,0,0,27
1,0.0010641,0,9.9,21.3
1,0,0,0,32.2
1,0.0014169,0,4.5,24.2
1,0.0319062,0,10.9,17.3
1,0.0092525,0,0,36.9
1,0.0275862,0,3,18.9
1,0.000363,0,6.8,26.1
1,0.0022736,0,2.8,31.5
1,0.0646405,0,4.6,21.4
1,0,0,0,25.1
1,0.0192028,1,2.8,23.6
1,0.045442,0,1.8,30.7
1,0.0018262,0,14.7,25.2
1,0,0,1.7,20
1,0,0,0,24.7
1,0,0,2.9,24.9
1,0,0,7.4,17.4
1,0.00982,0,10.8,19.1
1,0.4696067,0,48.4,15
1,0.0019048,1,6.3,19.9
1,0.0027569,0,0,16.4
1,0,0,7.1,18.4
1,0.0118378,0,15,18.8
1,0.0034892,0,7.7,25.1
1,0.0026369,0,18.4,16.9
1,0.0128411,0,12.4,24.5
1,0.0138793,1,8.8,19.1
1,0.0013899,0,0,22.2
1,0.0068429,0,10.9,24.4
1,0,0,25.7,15.6
1,0.0026169,0,12.4,27
1,0.0024155,0,4.3,26.9
1,0.0009337,0,10.6,31.9
1,0,0,8.1,23.9
1,0.0005685,0,8.9,26.9
1,0.0021577,0,6.8,27.3
1,0.0025666,0,10.3,33.6
1,0.1346599,0,3.3,31.1
1,0.0031061,0,7.8,26.4
1,0.0021397,0,7.2,21.1
1,0.0026742,0,1.6,27.4
1,0.9742351,0,100,35.9
1,0,0,13.8,20.9
1,0.9230769,0,0,0
1,0,0,8.1,19.2
1,0,0,5.6,23.6
1,0.0275977,0,15.5,23.5
1,0,0,5,23.6
1,0.0743462,0,12.1,27.6
1,0.0014724,0,1.4,20.3
1,0.0115299,0,13,19.8
1,0.0070326,1,16.7,21.4
1,0.0008571,0,8.8,18.6
1,0.002441,0,23.5,16.2
1,0.012735,0,18.7,11.6
1,0.0925315,0,13.1,16.1
1,0.0703567,0,0,9.1
1,0,0,0,0
1,0.0188062,0,29.9,9.8
1,0.007935,0,9.9,27.8
1,0.0063447,0,10.1,16.7
1,0.015634,1,16.8,19.5
1,0.0119698,0,5.5,21.5
1,0.0456832,0,11.4,21.1
1,0.0594349,0,9,31.9
1,0.0416667,0,11,16.7
1,0.024872,0,4.6,22.3
1,0.0094162,0,3,18.4
1,0.0135109,0,11.8,11.8
1,0.0133121,0,13.7,22.1
1,0.0074206,0,5.9,23.2
1,0.0099053,0,7.4,34.4
1,0.046026,0,12,22.6
1,0.0004546,0,20.4,23.8
1,0.0077597,1,14.2,28.2
1,0.0311342,0,1.2,27.8
1,0.0009249,0,5.4,32.8
1,0.0255511,0,6.5,27.3
1,0.0057452,0,6.4,22.2
1,0.0084166,0,0,27.2
1,0.0492701,0,14,27.7
1,0.0231594,0,6.3,31.8
1,0.0135821,0,5,25.7
1,0.0012929,0,1.5,21.6
1,0,0,8.2,21.2
1,0.0003074,0,4.2,16.4
1,0,0,8.4,17.5
1,0,0,0,15.2
1,0.0008718,0,4.9,18.8
1,0.0003634,1,5.1,15.3
1,0.0007205,0,5,27.2
1,0.0019613,0,7.2,18.9
0,0.0246679,0,0,36.7
1,0.0016524,1,11.8,18.2
1,0.0076087,1,0,5.9
1,0.0101531,1,7.8,21
1,0.0012059,0,4.9,31.5
1,0.003821,1,35.4,19.3
1,0.0008762,1,0,14.4
1,0.0075263,1,9,31.4
1,0.0060533,0,0,29.2
1,0.003397,0,8.4,35.2
1,0.0044697,0,1.8,33.7
1,0,0,0,18.3
1,0.0584586,0,12.9,25
1,0.0015674,0,0,18.4
1,0.0047122,0,4.1,30.9
1,0.0027735,0,4.4,21.7
1,0.0034655,1,1.8,29.3
1,0.0214729,0,7.1,27.9
1,0.0023888,0,1.5,25.6
1,0.0005438,0,8.7,23.1
1,0.0436397,0,1.4,30.5
1,0.0037658,0,18.9,25.8
1,0.0335221,1,3.7,29.5
1,0.000243,0,2.8,18.9
1,0.0460503,0,12.5,22.8
1,0.0001536,0,6.9,13.8
1,0.0062663,0,4,29.9
1,0.0026254,1,5.2,29.3
1,0.0014347,0,10.8,34.5
1,0.058296,1,10.4,24.8
1,0.0126507,0,1.4,20.9
1,0.0107969,0,4.7,10.8
1,0.000757,0,14.6,9.2
1,0.0002286,0,6.6,13.7
1,0.0125753,0,0,12
1,0.0211137,0,12.5,15.3
1,0.0004294,0,28.8,8.7
1,0.0001759,0,16.6,12.2
1,0.000313,1,12.5,20
1,0,0,20.8,16.7
1,0.0019389,0,21.8,19.1
1,0.0268879,0,8.3,19.9
1,0,0,3,25.3
1,0.008659,0,8.9,18.4
1,0.0035075,0,3.3,22.9
1,0.0004102,1,2.7,28.8
1,0.0030327,0,5.2,23.7
1,0,0,9.2,23.7
1,0.0033978,0,2,25.7
1,0,0,8.9,22.9
1,0,0,4.6,27.5
1,0.0015884,0,14,29.6
1,0.0017191,0,0,21.7
1,0,0,7.6,20
1,0.0243022,0,12.8,25.6
1,0.0035602,0,2.1,18.1
1,0.0053424,0,7,16.1
1,0.0184576,0,13.5,29.9
1,0.0200328,0,3.9,30.6
1,0.0026185,0,6.7,23.6
1,0.009526,0,13.6,25.9
1,0.0018071,0,2.4,19.2
1,0.0217117,0,6,20.5
1,0.0615079,0,7.3,28.7
1,0.002504,1,1.1,27.3
1,0.0461916,0,6.3,21.1
1,0.0103676,0,5.5,26
1,0.0026934,0,3.9,19
1,0,0,21.3,20.8
1,0.0501567,0,13.6,28.2
1,0,0,2.2,23.4
1,0,0,2.6,31
1,0.0074821,0,0.9,21.3
1,0.0034679,0,11,22.1
1,0.0182819,0,3,27.2
1,0.0011099,0,6.3,21.6
1,0.0015753,0,1.2,23.9
1,0.0031229,0,13.4,22
1,0.0190224,0,8,17.3
1,0.0029228,0,19.6,17.7
1,0.0055928,0,9.8,25
1,0.0015754,0,12,21.1
1,0.0038254,0,2.9,21.8
1,0.1366765,0,0,15.1
1,0.0020289,0,8.2,25.8
1,0.0013854,0,2.1,18.3
1,0,0,1.4,20.4
1,0.0038706,0,13.8,20.1
1,0.003268,0,7.4,14.6
1,0,0,9.8,14.5
1,0.0006598,0,4.5,13
1,0.0004818,0,8,8.1
1,0,0,0,18.7
1,0.0003711,0,3.7,17.6
1,0.0229436,0,6.3,26.8
1,0,0,0,16.8
1,0.0043455,0,8.9,20.7
1,0,0,11.8,15.9
1,0,0,1.8,14.9
1,0,0,3,22.4
1,0.0019802,0,3.7,17.3
1,0.0007631,0,0,8.8
1,0,0,0,8.4
1,0,0,2.7,18
1,0.0073193,0,0,13.5
1,0.00084,0,2,19.3
1,0,0,6,21.3
1,0.0004512,0,2.3,14.4
1,0.0142591,0,2.2,15
1,0.019195,0,0,17.3
1,0.0013296,0,4.7,20.7
1,0.0257678,0,3.2,15.6
1,0.0125767,0,0,26.3
1,0.0018124,0,0,18.9
1,0.0121305,0,2.7,23.5
1,0.0012666,0,0,26.5
1,0.0024969,0,1.8,29.2
1,0.0061739,0,5.9,21.7
1,0.0017794,0,13.5,31.1
1,0.0044959,0,6.2,21.5
1,0.0032816,0,5.8,20.3
1,0.0082737,0,2.8,23.8
1,0.0016324,0,1.5,25.3
1,0.0034932,0,0,22.3
1,0.0465019,0,3.9,15.2
1,0.0032845,0,14,19.2
1,0.013119,1,2.6,11.9
1,0.0072385,0,8.3,13.8
1,0.0015867,0,3.5,15.6
1,0.0013072,0,1.8,17.7
1,0.0007068,0,2.3,16
1,0.0025304,0,7.4,14.9
1,0.0049275,0,0,20.8
1,0.007787,0,2.4,22.9
1,0.014112,0,5,19.4
1,0.0217519,0,10.2,15.5
1,0.0024732,0,2.1,24.6
1,0.005538,0,4.1,15.3
1,0.038894,0,3.4,22.4
1,0.0019321,0,4.4,20.9
1,0.0028522,0,8.3,21.7
1,0,0,2.6,21.6
1,0,0,1.2,14.3
1,0,0,19.5,12.8
1,0.0220477,0,6.4,27.8
1,0.0042489,0,3.8,19.2
1,0.0048376,0,7.3,23.1
1,0.0073585,1,3.5,28.9
1,0,0,10.5,13.1
1,0,0,0,16.7
1,0.0011703,0,0,9.2
1,0.0021014,0,6.4,11.4
1,0.0006661,0,11,14
1,0.0024927,0,0,13.3
1,0.0102041,0,0,21.2
1,0,0,0,19.7
1,0,0,10.7,12.3
1,0.0092614,0,0,20.7
1,0.003555,0,3.4,10.6
1,0.0009664,0,7.5,12.6
1,0,0,3.6,12.9
1,0.0193329,0,3.5,13.9
1,0.0113339,0,2.7,23.3
1,0.0045645,0,7.3,17.9
1,0.0024847,0,1.1,18.9
1,0.0056636,0,6.3,14.8
1,0.0105996,0,19.8,24.3
1,0,0,7.8,18.2
1,0.0007638,0,8.4,22.7
1,0,0,18.4,13.1
1,0.000471,0,11.7,21.4
1,0,0,11.6,14.3
1,0.0319057,0,0,18.5
1,0.0019157,0,13.3,17.3
1,0,0,11.5,16.7
1,0,0,2.7,19
1,0,0,7.6,15.3
1,0,0,13.9,16.3
1,0.7265416,0,0,15.8
1,0,0,9.6,10.3
1,0,0,5.3,17.4
1,0.0023484,0,0,13
1,0.0004707,0,4.4,11.7
1,0.0232975,0,13.1,14.6
1,0.0126354,0,7.9,14.3
1,0.1325176,0,16.1,16.3
1,0.0021609,0,13.9,13.6
1,0.0468169,0,0,16.1
1,0.002816,0,7.6,20.9
1,0.0292981,0,11.2,19.9
1,0.013806,0,12.2,23.6
1,0.0842483,1,11.4,26.6
1,0.1063247,0,27.3,13.3
1,0.0047368,1,2.7,10.9
1,0.0045988,0,17.5,14.5
1,0.0057997,0,11.4,16.3
1,0.001333,0,8.3,17.3
1,0.0180704,0,12.7,17
1,0.003083,0,1.3,19
1,0.0017297,0,9.7,21.6
1,0,0,9.7,21.7
1,0.0164772,0,0,17.3
1,0.0026163,0,2.7,19.7
1,0.009414,0,5.5,20.5
1,0.0249781,0,4.5,22.1
1,0.0239622,0,7.9,17.8
1,0.0006767,1,10,18.3
1,0.0005094,0,1.1,19.5
1,0.0018168,0,7.4,23.3
1,0.0033052,1,8.5,26.2
1,0.0103038,0,6.1,29.1
1,0,0,16.3,16.3
0,0,0,5.6,16.4
1,0,0,21.1,12.9
1,0,0,10.2,20.6
1,0.0032641,0,5,19
1,0.002401,0,5.9,17.7
1,0.0049897,0,5.3,24.2
1,0.0030169,0,7.7,20.7
1,0.0124411,1,7.8,16.3
1,0,0,21.6,27.2
1,0.000623,0,5.2,19.1
0,0.0159236,0,5.7,11.1
1,0.1436031,0,12.4,27.8
1,0.0009002,0,4.5,18
0,0.1221634,0,0,17.5
1,0.0060376,0,5.2,27.2
0,0.5814723,0,12.9,16.6
0,0.0276332,0,0,14.5
0,0.0058556,0,20,16.2
0,0,0,23.4,20.8
1,0.0025932,0,8.7,12.3
1,0.0022429,0,16.5,20.8
0,0.0039651,0,22.3,16.3
1,0.1590607,1,0,31.9
1,0.0075399,0,3.8,23.4
1,0.0015475,1,7.5,25.6
1,0.0029985,0,13.5,27.9
1,0.0045956,0,3,17.9
1,0.0019559,0,11.9,23.5
1,0.0077984,0,0,29.3
1,0.0030687,0,18.3,15.9
1,0,1,8.5,24
1,0.0094061,1,11.3,27.6
1,0.0166496,0,5.6,18.4
1,0.0059389,0,15.1,19.9
1,0.0007629,0,9.1,17.8
1,0.0380034,1,11.6,22.5
1,0.0221714,0,4.4,29.7
1,0,0,4.1,25.8
1,0.0053676,0,3.6,30.3
1,0.002535,1,12.8,26.9
1,0.0054457,0,13,23.1
1,0.089998,0,9.2,33.5
1,0.0129834,1,23.6,27.8
0,0.0036716,0,6.8,29.2
1,1,0,0,16.4
1,0.0023119,0,6.5,25.6
1,0.020372,0,0,35.7
1,0.0048713,0,0.1,28.5
1,0.0024445,0,2,28.4
1,0.0021985,0,3.5,23.9
1,0.0031564,1,13.8,23.6
1,0,0,4.9,21.2
1,0.0017995,0,4.6,29.9
1,0.010988,1,6.2,26.1
0,0.0055113,0,8.2,35.2
0,0,0,4,31.6
0,0.0011258,0,3.2,34.9
1,0.0008708,0,6.7,20.4
1,0.0006928,0,8.3,23.9
0,0,0,0,10
1,0,1,14.3,25.5
1,0.0009573,0,9.6,33.9
1,0,0,0,31.3
0,0,0,3.3,37.3
1,0.0021584,0,2.9,31.9
1,0.0026814,0,1.9,24.9
1,0.0009097,0,9.1,36.6
1,0,0,11.7,22.7
1,0.0040294,0,13.9,38.5
1,0.0017222,0,3.8,32.9
